# region asst-lo asst-mean asst-hi asso-lo asso-mean asso-hi full-lo full-mean full-hi num
  1      108507  114021    113451  135778  137818    149425  156393  227902    269260  7
  2      110989  114616    120603  131005  134876    144224  150133  201928    270037  20
  3      103887  109981    109962  112420  126608    132509  138266  200946    256735  19
    
